Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,15,000,00000,MIZORAM,117999,117 Others ,6,5,1,6,5,1,0,0,0
C0116,15,000,00000,MIZORAM,118000,118 VAIPHEI ,339,182,157,172,96,76,167,86,81
C0116,15,000,00000,MIZORAM,118002, Vaiphei,339,182,157,172,96,76,167,86,81
C0116,15,000,00000,MIZORAM,119000,119 WANCHO,57,24,33,8,2,6,49,22,27
C0116,15,000,00000,MIZORAM,119001, Wancho,57,24,33,8,2,6,49,22,27
C0116,15,000,00000,MIZORAM,121000,121 ZELIANG ,9,8,1,1,1,0,8,7,1
C0116,15,000,00000,MIZORAM,121001, Zeliang,9,8,1,1,1,0,8,7,1
C0116,15,000,00000,MIZORAM,122000,122 ZEMI ,26,15,11,11,6,5,15,9,6
C0116,15,000,00000,MIZORAM,122003, Zemi,26,15,11,11,6,5,15,9,6
C0116,15,000,00000,MIZORAM,123000,123 ZOU ,128,69,59,118,64,54,10,5,5
C0116,15,000,00000,MIZORAM,123001, Zou,128,69,59,118,64,54,10,5,5
C0116,15,000,00000,MIZORAM,124000,124 OTHERS,10919,5494,5425,7920,4059,3861,2999,1435,1564
C0116,15,281,00000,Mamit,001000,1 ASSAMESE,57,48,9,42,36,6,15,12,3
C0116,15,281,00000,Mamit,001002, Assamese,55,47,8,42,36,6,13,11,2
C0116,15,281,00000,Mamit,001999,1 Others,2,1,1,0,0,0,2,1,1
C0116,15,281,00000,Mamit,002000,2 BENGALI ,14833,7797,7036,14315,7471,6844,518,326,192
C0116,15,281,00000,Mamit,002007, Bengali,1661,977,684,1214,701,513,447,276,171
C0116,15,281,00000,Mamit,002011, Chakma,13171,6820,6351,13100,6770,6330,71,50,21
C0116,15,281,00000,Mamit,002015, Haijong/Hajong,1,0,1,1,0,1,0,0,0
C0116,15,281,00000,Mamit,003000,3 BODO ,4,4,0,4,4,0,0,0,0
C0116,15,281,00000,Mamit,003001, Bodo/Boro,1,1,0,1,1,0,0,0,0
C0116,15,281,00000,Mamit,003003, Kachari,3,3,0,3,3,0,0,0,0
C0116,15,281,00000,Mamit,004000,4 DOGRI ,5,5,0,5,5,0,0,0,0
C0116,15,281,00000,Mamit,004001, Dogri,5,5,0,5,5,0,0,0,0
C0116,15,281,00000,Mamit,005000,5 GUJARATI,8,7,1,4,4,0,4,3,1
C0116,15,281,00000,Mamit,005018, Gujarati,8,7,1,4,4,0,4,3,1
C0116,15,281,00000,Mamit,006000,6 HINDI ,501,456,45,331,310,21,170,146,24
C0116,15,281,00000,Mamit,006102, Bhojpuri,4,4,0,4,4,0,0,0,0
C0116,15,281,00000,Mamit,006235, Haryanvi,4,4,0,4,4,0,0,0,0
C0116,15,281,00000,Mamit,006240, Hindi,434,405,29,282,270,12,152,135,17
C0116,15,281,00000,Mamit,006320, Khortha/Khotta,1,1,0,1,1,0,0,0,0
C0116,15,281,00000,Mamit,006340, Kumauni,1,1,0,1,1,0,0,0,0
