Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,17,000,00000,MEGHALAYA,054005, Kharia,18,10,8,9,5,4,9,5,4
C0116,17,000,00000,MEGHALAYA,054999,54 Others,2,1,1,0,0,0,2,1,1
C0116,17,000,00000,MEGHALAYA,055000,55 KHASI ,1382278,679035,703243,1094313,544020,550293,287965,135015,152950
C0116,17,000,00000,MEGHALAYA,055007, Khasi,996733,489583,507150,743688,370628,373060,253045,118955,134090
C0116,17,000,00000,MEGHALAYA,055009, Lyngngam,11555,5821,5734,11541,5814,5727,14,7,7
C0116,17,000,00000,MEGHALAYA,055012, Pnar/Synteng,316863,155636,161227,287245,141886,145359,29618,13750,15868
C0116,17,000,00000,MEGHALAYA,055015, War,51418,25447,25971,50093,24848,25245,1325,599,726
C0116,17,000,00000,MEGHALAYA,055999,55 Others ,5709,2548,3161,1746,844,902,3963,1704,2259
C0116,17,000,00000,MEGHALAYA,056000,56 KHEZHA ,17,10,7,1,1,0,16,9,7
C0116,17,000,00000,MEGHALAYA,056003, Khezha,14,8,6,1,1,0,13,7,6
C0116,17,000,00000,MEGHALAYA,056999,56 Others ,3,2,1,0,0,0,3,2,1
C0116,17,000,00000,MEGHALAYA,057000,57 KHIEMNUNGAN,2,2,0,2,2,0,0,0,0
C0116,17,000,00000,MEGHALAYA,057001, Khiemnungan,2,2,0,2,2,0,0,0,0
C0116,17,000,00000,MEGHALAYA,058000,58 KHOND/KONDH ,1,0,1,0,0,0,1,0,1
C0116,17,000,00000,MEGHALAYA,058006, Kuvi,1,0,1,0,0,0,1,0,1
C0116,17,000,00000,MEGHALAYA,061000,61 KOCH ,23199,11611,11588,22069,11072,10997,1130,539,591
C0116,17,000,00000,MEGHALAYA,061002, Koch,22167,11081,11086,21072,10560,10512,1095,521,574
C0116,17,000,00000,MEGHALAYA,061999,61 Others,1032,530,502,997,512,485,35,18,17
C0116,17,000,00000,MEGHALAYA,062000,62 KODA/KORA ,3,2,1,0,0,0,3,2,1
C0116,17,000,00000,MEGHALAYA,062003, Koda/Kora,3,2,1,0,0,0,3,2,1
C0116,17,000,00000,MEGHALAYA,064000,64 KOM,79,44,35,34,19,15,45,25,20
