Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,06,000,00000,HARYANA,116000,116 TRIPURI ,59,36,23,40,25,15,19,11,8
C0116,06,000,00000,HARYANA,116007, Kokbarak,34,29,5,27,25,2,7,4,3
C0116,06,000,00000,HARYANA,116014, Tripuri,25,7,18,13,0,13,12,7,5
C0116,06,000,00000,HARYANA,117000,117 TULU ,64,32,32,7,2,5,57,30,27
C0116,06,000,00000,HARYANA,117009, Tulu,56,28,28,6,2,4,50,26,24
C0116,06,000,00000,HARYANA,117999,117 Others ,8,4,4,1,0,1,7,4,3
C0116,06,000,00000,HARYANA,118000,118 VAIPHEI ,1,0,1,0,0,0,1,0,1
C0116,06,000,00000,HARYANA,118002, Vaiphei,1,0,1,0,0,0,1,0,1
C0116,06,000,00000,HARYANA,119000,119 WANCHO,2,2,0,0,0,0,2,2,0
C0116,06,000,00000,HARYANA,119001, Wancho,2,2,0,0,0,0,2,2,0
