Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,04,000,00000,CHANDIGARH,082005, Lushai/Mizo,22,15,7,0,0,0,22,15,7
C0116,04,000,00000,CHANDIGARH,083000,83 MALTO ,2,1,1,0,0,0,2,1,1
C0116,04,000,00000,CHANDIGARH,083002, Pahariya,2,1,1,0,0,0,2,1,1
C0116,04,000,00000,CHANDIGARH,084000,84 MAO,2,2,0,0,0,0,2,2,0
C0116,04,000,00000,CHANDIGARH,084001, Mao,2,2,0,0,0,0,2,2,0
C0116,04,000,00000,CHANDIGARH,091000,91 MUNDA,63,32,31,0,0,0,63,32,31
C0116,04,000,00000,CHANDIGARH,091009, Munda,44,23,21,0,0,0,44,23,21
C0116,04,000,00000,CHANDIGARH,091999,91 Others ,19,9,10,0,0,0,19,9,10
C0116,04,000,00000,CHANDIGARH,092000,92 MUNDARI ,45,21,24,0,0,0,45,21,24
C0116,04,000,00000,CHANDIGARH,092005, Mundari,45,21,24,0,0,0,45,21,24
C0116,04,000,00000,CHANDIGARH,093000,93 NICOBARESE ,12,12,0,0,0,0,12,12,0
C0116,04,000,00000,CHANDIGARH,093001, Nicobarese,12,12,0,0,0,0,12,12,0
C0116,04,000,00000,CHANDIGARH,106000,106 SAVARA,3,1,2,0,0,0,3,1,2
C0116,04,000,00000,CHANDIGARH,106004, Savara,3,1,2,0,0,0,3,1,2
C0116,04,000,00000,CHANDIGARH,111000,111 TAMANG ,4,3,1,0,0,0,4,3,1
C0116,04,000,00000,CHANDIGARH,111001, Tamang,4,3,1,0,0,0,4,3,1
C0116,04,000,00000,CHANDIGARH,112000,112 TANGKHUL ,7,3,4,0,0,0,7,3,4
C0116,04,000,00000,CHANDIGARH,112008, Tangkhul,7,3,4,0,0,0,7,3,4
C0116,04,000,00000,CHANDIGARH,115000,115 TIBETAN ,40,22,18,0,0,0,40,22,18
C0116,04,000,00000,CHANDIGARH,115008, Tibetan,36,18,18,0,0,0,36,18,18
C0116,04,000,00000,CHANDIGARH,115011, Purkhi,4,4,0,0,0,0,4,4,0
C0116,04,000,00000,CHANDIGARH,116000,116 TRIPURI ,11,7,4,0,0,0,11,7,4
C0116,04,000,00000,CHANDIGARH,116007, Kokbarak,9,5,4,0,0,0,9,5,4
C0116,04,000,00000,CHANDIGARH,116014, Tripuri,2,2,0,0,0,0,2,2,0
C0116,04,000,00000,CHANDIGARH,117000,117 TULU ,8,6,2,0,0,0,8,6,2
C0116,04,000,00000,CHANDIGARH,117009, Tulu,7,5,2,0,0,0,7,5,2
C0116,04,000,00000,CHANDIGARH,117999,117 Others ,1,1,0,0,0,0,1,1,0
C0116,04,000,00000,CHANDIGARH,123000,123 ZOU ,4,3,1,0,0,0,4,3,1
C0116,04,000,00000,CHANDIGARH,123001, Zou,4,3,1,0,0,0,4,3,1
C0116,04,000,00000,CHANDIGARH,124000,124 OTHERS,643,349,294,17,7,10,626,342,284
C0116,04,055,00000,Chandigarh,001000,1 ASSAMESE,435,292,143,29,20,9,406,272,134
C0116,04,055,00000,Chandigarh,001002, Assamese,435,292,143,29,20,9,406,272,134
C0116,04,055,00000,Chandigarh,002000,2 BENGALI ,6236,3483,2753,177,98,79,6059,3385,2674
C0116,04,055,00000,Chandigarh,002007, Bengali,6231,3479,2752,177,98,79,6054,3381,2673
C0116,04,055,00000,Chandigarh,002011, Chakma,5,4,1,0,0,0,5,4,1
C0116,04,055,00000,Chandigarh,003000,3 BODO ,6,5,1,0,0,0,6,5,1
C0116,04,055,00000,Chandigarh,003001, Bodo/Boro,6,5,1,0,0,0,6,5,1
C0116,04,055,00000,Chandigarh,004000,4 DOGRI ,1047,613,434,21,15,6,1026,598,428
C0116,04,055,00000,Chandigarh,004001, Dogri,1047,613,434,21,15,6,1026,598,428
C0116,04,055,00000,Chandigarh,005000,5 GUJARATI,1573,828,745,9,6,3,1564,822,742
C0116,04,055,00000,Chandigarh,005018, Gujarati,1561,820,741,9,6,3,1552,814,738
C0116,04,055,00000,Chandigarh,005057, Saurashtra/Saurashtri,4,3,1,0,0,0,4,3,1
C0116,04,055,00000,Chandigarh,005999,5 Others,8,5,3,0,0,0,8,5,3
C0116,04,055,00000,Chandigarh,006000,6 HINDI ,776775,433729,343046,20380,12450,7930,756395,421279,335116
C0116,04,055,00000,Chandigarh,006030, Awadhi,1381,839,542,15,8,7,1366,831,535
C0116,04,055,00000,Chandigarh,006042, Bagheli/Baghel Khandi,2,1,1,0,0,0,2,1,1
C0116,04,055,00000,Chandigarh,006096, Bharmauri/Gaddi,20,10,10,0,0,0,20,10,10
C0116,04,055,00000,Chandigarh,006102, Bhojpuri,23994,14972,9022,1429,892,537,22565,14080,8485
C0116,04,055,00000,Chandigarh,006123, Brajbhasha,36,24,12,0,0,0,36,24,12
C0116,04,055,00000,Chandigarh,006125, Bundeli/Bundel khandi,24,15,9,0,0,0,24,15,9
C0116,04,055,00000,Chandigarh,006133, Chambeali/Chamrali,2,1,1,0,0,0,2,1,1
C0116,04,055,00000,Chandigarh,006142, Chhattisgarhi,245,138,107,0,0,0,245,138,107
C0116,04,055,00000,Chandigarh,006173, Dhundhari,9,6,3,0,0,0,9,6,3
C0116,04,055,00000,Chandigarh,006195, Garhwali,8265,4685,3580,393,240,153,7872,4445,3427
C0116,04,055,00000,Chandigarh,006207, Gojri/Gujjari/Gujar,3,2,1,0,0,0,3,2,1
C0116,04,055,00000,Chandigarh,006231, Handuri,2,1,1,0,0,0,2,1,1
C0116,04,055,00000,Chandigarh,006235, Haryanvi,11138,6058,5080,377,218,159,10761,5840,4921
C0116,04,055,00000,Chandigarh,006240, Hindi,715131,397138,317993,16947,10276,6671,698184,386862,311322
C0116,04,055,00000,Chandigarh,006265, Jaunpuri/Jaunsari,1,1,0,0,0,0,1,1,0
C0116,04,055,00000,Chandigarh,006291, Kangri,249,145,104,7,5,2,242,140,102
C0116,04,055,00000,Chandigarh,006311, Khari Boli,103,79,24,11,7,4,92,72,20
C0116,04,055,00000,Chandigarh,006320, Khortha/Khotta,29,18,11,12,7,5,17,11,6
C0116,04,055,00000,Chandigarh,006336, Kulvi,7,4,3,0,0,0,7,4,3
C0116,04,055,00000,Chandigarh,006340, Kumauni,1076,601,475,87,56,31,989,545,444
C0116,04,055,00000,Chandigarh,006345, Kurmali Thar,1,1,0,0,0,0,1,1,0
